id,loan_amount,grade,purpose,home_ownership,income,dti,fico,loan_status
922464,7750,C,debt_consolidation,RENT,41700,21.11,660,Fully Paid
1358341,12000,A,credit_card,MORTGAGE,55000,15.51,705,Fully Paid
1166768,35000,C,debt_consolidation,RENT,110000,15.83,660,Fully Paid
515781,14400,E,credit_card,RENT,38000,19.55,695,Charged Off
99503,12450,B,credit_card,RENT,33000,12.51,670,Fully Paid
160914,3600,B,home_improvement,MORTGAGE,134000,10.11,695,Fully Paid
883581,24250,F,other,RENT,62240,12,710,Charged Off
66710,9000,A,credit_card,MORTGAGE,50000,33.49,675,Charged Off
375059,5000,C,other,RENT,140000,12.52,700,Fully Paid
201193,7200,C,debt_consolidation,RENT,41000,5.5,660,Fully Paid
1147519,25000,B,debt_consolidation,MORTGAGE,75950,5.97,660,Fully Paid
449681,10800,D,debt_consolidation,RENT,53000,29.89,660,Fully Paid
425593,13000,E,debt_consolidation,RENT,58000,7.22,660,Charged Off
372262,15000,A,debt_consolidation,MORTGAGE,52000,28.57,790,Fully Paid
1459278,8000,C,major_purchase,MORTGAGE,66000,34.33,695,Fully Paid
14998,12000,A,debt_consolidation,MORTGAGE,60000,4.74,730,Fully Paid
926136,3000,B,credit_card,MORTGAGE,37000,13.19,690,Fully Paid
234938,8000,C,credit_card,RENT,20000,12.06,665,Fully Paid
872003,10500,B,debt_consolidation,MORTGAGE,68800,10.22,675,Fully Paid
685833,6000,C,debt_consolidation,RENT,24000,18.4,675,Fully Paid
620036,15000,B,credit_card,RENT,100000,23.28,660,Fully Paid
162749,5175,D,home_improvement,MORTGAGE,52000,21,705,Charged Off
930257,24000,A,credit_card,MORTGAGE,62500,13.98,770,Fully Paid
966724,14100,A,debt_consolidation,MORTGAGE,44136,27.24,720,Fully Paid
269661,2000,C,small_business,MORTGAGE,60000,6.54,730,Fully Paid
406842,15000,E,debt_consolidation,RENT,50000,13.11,665,Fully Paid
1314963,35000,A,home_improvement,RENT,230000,5.38,750,Fully Paid
907918,9000,C,other,MORTGAGE,60964.8,22.52,670,Fully Paid
1645276,5000,A,debt_consolidation,MORTGAGE,40000,27.09,680,Fully Paid
165599,6000,D,debt_consolidation,RENT,33000,22.51,685,Fully Paid
647055,25000,A,credit_card,RENT,78000,22.62,700,Fully Paid
179213,3000,B,debt_consolidation,RENT,48000,26.85,690,Fully Paid
893802,25000,B,debt_consolidation,MORTGAGE,100000,14.55,775,Fully Paid
576338,9000,B,credit_card,RENT,53000,18.34,675,Fully Paid
793464,6000,B,debt_consolidation,RENT,57000,16.02,735,Fully Paid
591068,10000,A,credit_card,RENT,45900,16.63,690,Fully Paid
580562,5000,A,major_purchase,MORTGAGE,42000,8.97,800,Fully Paid
581610,9600,C,debt_consolidation,RENT,65300,27.09,665,Fully Paid
420731,16000,E,debt_consolidation,MORTGAGE,54000,5.16,660,Fully Paid
62862,35000,D,debt_consolidation,MORTGAGE,144000,15.87,700,Fully Paid
337203,4000,C,debt_consolidation,RENT,22000,5.46,705,Fully Paid
362214,6000,B,credit_card,RENT,24000,9.1,675,Fully Paid
25021,12000,A,debt_consolidation,OWN,57000,21.68,670,Fully Paid
616691,20000,D,debt_consolidation,RENT,70000,10.8,665,Fully Paid
822115,2000,C,credit_card,RENT,30000,11.52,660,Charged Off
582199,11850,E,debt_consolidation,RENT,33000,11.93,675,Fully Paid
1118391,19200,C,debt_consolidation,RENT,67000,11.08,670,Charged Off
253087,20000,A,debt_consolidation,RENT,58800,11.39,810,Fully Paid
169857,8000,B,debt_consolidation,RENT,80000,21.84,665,Fully Paid
426651,35000,E,debt_consolidation,OWN,105000,39.45,710,Charged Off
123806,27000,D,debt_consolidation,MORTGAGE,90000,30.87,680,Fully Paid
991298,20000,A,debt_consolidation,RENT,125000,4.52,735,Fully Paid
902069,5325,B,debt_consolidation,OWN,26000,7.48,695,Fully Paid
784515,15000,D,small_business,RENT,60000,30.72,695,Fully Paid
1125656,7000,C,debt_consolidation,RENT,55494,21.32,715,Fully Paid
1325570,20000,B,home_improvement,MORTGAGE,60000,13.39,710,Fully Paid
562119,24000,C,debt_consolidation,MORTGAGE,68200,24.57,685,Fully Paid
250784,6000,A,debt_consolidation,RENT,38000,9.09,765,Fully Paid
1344987,21000,C,debt_consolidation,RENT,360000,10.58,685,Fully Paid
970032,3000,B,car,OWN,91476,25.76,730,Fully Paid
200079,9600,C,medical,RENT,84000,24.29,705,Fully Paid
905841,13600,D,debt_consolidation,RENT,64000,23.81,665,Fully Paid
90836,15000,B,debt_consolidation,MORTGAGE,40621,23.49,670,Fully Paid
481085,2400,D,medical,OWN,31678.4,19.25,660,Fully Paid
942218,27300,E,debt_consolidation,MORTGAGE,62000,16.88,670,Fully Paid
554618,18000,A,debt_consolidation,MORTGAGE,57000,16.53,740,Fully Paid
748951,24000,C,debt_consolidation,MORTGAGE,150000,22.77,715,Fully Paid
176,35000,E,home_improvement,MORTGAGE,72000,16.33,710,Fully Paid
581317,10000,B,credit_card,MORTGAGE,70000,15.34,705,Fully Paid
1601260,10000,F,credit_card,RENT,36000,40.43,665,Fully Paid
895994,7200,C,debt_consolidation,MORTGAGE,57000,11.94,675,Fully Paid
170140,11500,D,debt_consolidation,MORTGAGE,29000,18.12,665,Charged Off
911655,30000,C,debt_consolidation,MORTGAGE,105000,16.86,680,Charged Off
575733,12000,A,debt_consolidation,RENT,53900,32,800,Fully Paid
539896,9600,C,other,RENT,30000,22.72,690,Charged Off
1080561,4000,A,home_improvement,MORTGAGE,89000,29.23,745,Fully Paid
133449,24000,B,credit_card,OWN,114000,7.12,685,Fully Paid
1148308,11975,C,debt_consolidation,RENT,31000,17.85,685,Fully Paid
26197,7550,E,credit_card,OWN,23800,36.01,675,Charged Off
427344,8000,A,credit_card,RENT,35000,20.86,770,Fully Paid
154074,4350,B,credit_card,RENT,42000,3.77,670,Charged Off
298925,20000,C,debt_consolidation,RENT,135000,11.87,670,Fully Paid
240140,19425,C,debt_consolidation,MORTGAGE,50000,8.71,730,Fully Paid
240740,27400,D,debt_consolidation,MORTGAGE,143500,17.63,730,Charged Off
416954,7775,B,debt_consolidation,RENT,48546,18.41,695,Fully Paid
1640693,16000,C,small_business,RENT,69444,35.46,700,Fully Paid
971856,6000,C,home_improvement,MORTGAGE,40000,14.19,670,Fully Paid
739518,3000,C,medical,RENT,58000,21.46,665,Fully Paid
844879,9500,B,credit_card,MORTGAGE,100000,22.24,685,Fully Paid
148027,15000,A,debt_consolidation,RENT,84000,15.4,700,Fully Paid
237231,6000,A,credit_card,RENT,30000,22.12,735,Fully Paid
979862,12000,A,debt_consolidation,MORTGAGE,145000,11.36,800,Fully Paid
1156194,15000,C,home_improvement,MORTGAGE,65000,16.31,660,Fully Paid
70112,5000,C,credit_card,MORTGAGE,25488,31.69,665,Charged Off
243442,13000,B,debt_consolidation,RENT,92250,10.32,710,Fully Paid
959324,9300,C,debt_consolidation,MORTGAGE,46000,17.79,680,Fully Paid
623468,14350,E,debt_consolidation,OWN,36000,36.97,665,Fully Paid
1471968,15000,A,credit_card,MORTGAGE,63440,21.74,765,Fully Paid
136438,11200,B,credit_card,OWN,52000,22.94,660,Fully Paid
442663,5000,A,credit_card,MORTGAGE,31700,21.54,705,Fully Paid
567069,10000,D,debt_consolidation,RENT,35000,25.96,660,Fully Paid
585718,2600,C,debt_consolidation,RENT,28000,28.68,665,Fully Paid
818284,4000,B,debt_consolidation,RENT,41000,11.62,710,Fully Paid
91611,30000,F,other,OWN,250000,4.34,705,Charged Off
898456,8000,B,debt_consolidation,RENT,52000,23.01,700,Fully Paid
266432,6000,B,debt_consolidation,RENT,28800,6.38,705,Charged Off
22151,7000,A,credit_card,RENT,100000,24.86,740,Fully Paid
809167,20000,D,debt_consolidation,MORTGAGE,200000,6.85,670,Fully Paid
185690,15000,C,debt_consolidation,MORTGAGE,76162,12.28,710,Fully Paid
131624,11475,G,other,MORTGAGE,72000,15.82,680,Charged Off
8807,26200,D,debt_consolidation,MORTGAGE,95326,23.98,695,Fully Paid
151483,30000,B,credit_card,MORTGAGE,70000,23.68,670,Fully Paid
483340,28000,A,credit_card,MORTGAGE,112000,20.21,685,Fully Paid
937891,10000,A,credit_card,MORTGAGE,85000,25.84,710,Fully Paid
940143,5300,D,credit_card,RENT,34750,12.47,665,Fully Paid
237414,20000,A,other,RENT,59000,10.54,760,Fully Paid
1590460,15000,B,home_improvement,MORTGAGE,170000,4.34,670,Fully Paid
204600,17100,E,debt_consolidation,RENT,57000,22.21,660,Charged Off
514214,16000,A,debt_consolidation,MORTGAGE,70000,17.84,710,Fully Paid
74406,24125,D,major_purchase,RENT,80000,2.85,685,Fully Paid
327381,5375,D,other,RENT,30000,20.96,670,Fully Paid
443616,16800,C,debt_consolidation,MORTGAGE,70000,17.73,705,Charged Off
443985,10000,B,debt_consolidation,MORTGAGE,93000,8.49,665,Fully Paid
1310594,20000,C,small_business,MORTGAGE,76000,12.9,670,Fully Paid
177788,22400,D,debt_consolidation,MORTGAGE,57000,25.22,675,Fully Paid
912844,8050,C,debt_consolidation,OWN,29200,33.41,690,Fully Paid
433172,15600,B,debt_consolidation,RENT,115000,25.62,710,Fully Paid
920771,22000,B,debt_consolidation,RENT,85000,10.11,675,Fully Paid
56074,3500,E,debt_consolidation,MORTGAGE,58000,2.46,665,Fully Paid
922616,9600,C,debt_consolidation,MORTGAGE,55000,14.4,680,Fully Paid
1124249,5500,C,debt_consolidation,RENT,42000,20,675,Fully Paid
273701,4000,B,debt_consolidation,RENT,60000,21.09,690,Fully Paid
1579256,12000,E,credit_card,RENT,45240,13.26,660,Fully Paid
590668,6000,C,debt_consolidation,OWN,110000,9.9,665,Fully Paid
1403469,5000,C,debt_consolidation,RENT,42000,22.49,710,Fully Paid
686006,6050,B,credit_card,MORTGAGE,55000,22.04,685,Fully Paid
852261,6000,B,credit_card,MORTGAGE,42078.4,19.62,685,Fully Paid
689711,12000,B,debt_consolidation,RENT,110000,25.34,665,Charged Off
424442,12000,A,debt_consolidation,MORTGAGE,95000,8.99,760,Fully Paid
285154,7000,A,credit_card,MORTGAGE,50000,3.36,710,Fully Paid
118087,10000,A,debt_consolidation,MORTGAGE,48000,10.55,730,Charged Off
196101,35000,E,other,MORTGAGE,167000,27.03,715,Fully Paid
676445,9600,B,debt_consolidation,MORTGAGE,50000,17.19,685,Charged Off
447006,5600,C,major_purchase,MORTGAGE,30000,25.32,670,Fully Paid
887128,6000,D,debt_consolidation,RENT,30000,15.88,685,Fully Paid
217161,17000,A,credit_card,RENT,80000,12.62,700,Fully Paid
209094,29000,B,debt_consolidation,MORTGAGE,124000,11,700,Fully Paid
832328,8000,A,debt_consolidation,RENT,91000,15.03,745,Fully Paid
253339,1750,B,credit_card,MORTGAGE,36000,20.97,675,Fully Paid
666444,19750,E,debt_consolidation,OWN,45000,29.63,685,Fully Paid
805577,10000,A,credit_card,MORTGAGE,101000,23.56,695,Fully Paid
910616,13000,C,credit_card,RENT,120000,7.06,670,Fully Paid
863479,22400,C,credit_card,MORTGAGE,97000,15.3,700,Fully Paid
985320,1600,C,home_improvement,OWN,75600,22.4,660,Fully Paid
11548,30000,B,small_business,MORTGAGE,130000,19.79,735,Fully Paid
438805,14725,E,debt_consolidation,MORTGAGE,33500,22.68,680,Charged Off
898976,10000,C,debt_consolidation,RENT,75000,7.02,680,Fully Paid
1627934,14000,D,credit_card,MORTGAGE,70000,27.63,680,Fully Paid
220726,16000,C,credit_card,RENT,53000,20.34,660,Fully Paid
115060,9000,C,debt_consolidation,MORTGAGE,115000,20.96,710,Fully Paid
493580,5000,C,debt_consolidation,RENT,67000,25.36,690,Charged Off
239617,8875,B,debt_consolidation,MORTGAGE,40000,11.31,700,Charged Off
842839,30000,B,debt_consolidation,MORTGAGE,104000,14.03,770,Fully Paid
782565,13125,E,debt_consolidation,MORTGAGE,41000,34.98,685,Fully Paid
1133318,12000,B,debt_consolidation,OWN,105000,5.18,680,Charged Off
831495,35000,G,house,RENT,85000,11.39,675,Fully Paid
185515,13000,A,debt_consolidation,RENT,66000,8.31,720,Fully Paid
586094,15000,B,debt_consolidation,MORTGAGE,39500,28.59,665,Fully Paid
248229,2200,A,car,RENT,22000,2.4,780,Fully Paid
1065018,25000,C,debt_consolidation,MORTGAGE,75000,16.19,700,Fully Paid
559268,14000,A,debt_consolidation,OWN,65000,20.27,690,Fully Paid
14622,20000,D,debt_consolidation,MORTGAGE,138000,21.59,695,Fully Paid
1381499,18775,C,credit_card,MORTGAGE,82500,28,690,Fully Paid
460892,28000,A,debt_consolidation,MORTGAGE,120000,6.82,765,Fully Paid
5002,18000,B,home_improvement,MORTGAGE,65000,16.19,685,Fully Paid
919107,13000,D,debt_consolidation,RENT,45024,5.92,675,Fully Paid
941752,10000,B,debt_consolidation,MORTGAGE,75000,17.32,710,Fully Paid
988176,35000,E,debt_consolidation,RENT,91000,17.33,660,Fully Paid
843163,6000,B,debt_consolidation,MORTGAGE,52000,3.88,665,Fully Paid
555609,23000,A,credit_card,RENT,52000,26.77,695,Charged Off
1434206,20000,B,debt_consolidation,MORTGAGE,85000,27.23,675,Fully Paid
1340180,16200,B,debt_consolidation,RENT,70000,14.32,715,Fully Paid
890300,25000,A,debt_consolidation,MORTGAGE,87000,21.29,730,Fully Paid
1593135,20000,A,credit_card,OWN,1000000,2.66,685,Charged Off
842292,24500,B,debt_consolidation,RENT,74000,16.07,700,Fully Paid
1629727,10000,B,home_improvement,MORTGAGE,60000,25.44,665,Fully Paid
140053,16500,D,debt_consolidation,RENT,60000,20.28,670,Fully Paid
806831,12000,C,debt_consolidation,MORTGAGE,82000,7.74,675,Fully Paid
896870,18250,C,debt_consolidation,MORTGAGE,115000,12.33,675,Fully Paid
1139754,16000,F,medical,MORTGAGE,150000,18.86,665,Charged Off
608050,4800,D,other,MORTGAGE,54996,27.71,715,Fully Paid
624277,24000,C,debt_consolidation,MORTGAGE,118000,28.38,710,Fully Paid
413690,10000,B,debt_consolidation,RENT,54000,37.16,705,Fully Paid
54490,33325,F,debt_consolidation,RENT,156000,12.29,670,Charged Off
486977,11625,F,debt_consolidation,OWN,42000,25.8,665,Fully Paid
234976,24000,D,home_improvement,OWN,82000,11.97,695,Charged Off
1573890,12000,D,debt_consolidation,RENT,34614,47.02,665,Fully Paid
986902,20000,A,small_business,MORTGAGE,50956,18.44,730,Fully Paid
73027,18000,D,credit_card,MORTGAGE,135000,9.22,665,Charged Off
1159983,15000,C,debt_consolidation,OWN,60000,22.6,705,Fully Paid
275021,8000,C,credit_card,MORTGAGE,78000,16.75,690,Fully Paid
969884,20000,C,debt_consolidation,MORTGAGE,80000,15.42,700,Charged Off
237908,6400,A,credit_card,OWN,44000,24.33,740,Fully Paid
323897,28000,A,debt_consolidation,MORTGAGE,260000,17.42,710,Charged Off
454466,16625,D,credit_card,MORTGAGE,36800,32.68,670,Fully Paid
1005138,12000,D,debt_consolidation,MORTGAGE,60000,20.97,665,Fully Paid
891821,19200,A,debt_consolidation,MORTGAGE,150000,11.66,765,Fully Paid
224141,24000,A,credit_card,MORTGAGE,79000,13.63,715,Fully Paid
805253,6000,B,debt_consolidation,RENT,48000,18.23,660,Charged Off
1118670,10000,A,debt_consolidation,MORTGAGE,60000,17.49,705,Fully Paid
1058654,10000,B,debt_consolidation,MORTGAGE,40000,14.25,660,Fully Paid
467109,10000,B,debt_consolidation,RENT,37000,26.69,675,Fully Paid
524907,20000,C,debt_consolidation,RENT,60000,18.85,695,Charged Off
1535646,7000,B,debt_consolidation,MORTGAGE,35000,18.76,695,Fully Paid
95935,16800,D,debt_consolidation,MORTGAGE,68000,16.8,660,Fully Paid
229416,4950,F,debt_consolidation,RENT,15429.6,18.13,680,Fully Paid
180861,5400,D,home_improvement,RENT,54000,27.74,665,Fully Paid
306258,18000,A,credit_card,OWN,74000,24.71,680,Fully Paid
576401,6000,E,debt_consolidation,RENT,100000,14.34,665,Fully Paid
574571,35000,F,debt_consolidation,MORTGAGE,91000,17.86,660,Fully Paid
245244,12000,C,medical,OWN,139000,6.14,700,Fully Paid
1582484,12000,C,credit_card,MORTGAGE,76000,32.26,675,Fully Paid
370551,5500,C,debt_consolidation,RENT,12000,10.1,695,Charged Off
509416,23450,E,debt_consolidation,RENT,51000,15.88,660,Fully Paid
1598371,21000,B,debt_consolidation,MORTGAGE,150000,6.95,720,Fully Paid
1591636,8500,D,debt_consolidation,RENT,38000,48.37,715,Charged Off
155115,21000,C,debt_consolidation,MORTGAGE,81117,8.51,670,Charged Off
226560,24375,E,debt_consolidation,MORTGAGE,68000,22.61,700,Charged Off
273862,10200,B,credit_card,RENT,44000,14.37,730,Fully Paid
1394418,16000,A,home_improvement,MORTGAGE,80000,14.88,840,Fully Paid
241872,10400,B,home_improvement,MORTGAGE,110888,7.03,730,Fully Paid
551906,7000,B,credit_card,RENT,47000,17.54,675,Charged Off
121847,9025,D,credit_card,RENT,21651,30.71,700,Charged Off
1597399,3000,C,debt_consolidation,MORTGAGE,140000,17.37,660,Fully Paid
835949,35000,F,credit_card,MORTGAGE,214000,12.94,670,Fully Paid
214116,10000,A,debt_consolidation,MORTGAGE,34000,22.63,715,Fully Paid
867019,14025,B,debt_consolidation,OWN,49000,18,695,Fully Paid
1372469,8000,A,credit_card,MORTGAGE,90000,13.67,670,Fully Paid
991403,16000,D,debt_consolidation,MORTGAGE,70000,20.66,670,Charged Off
239360,6000,B,debt_consolidation,RENT,44000,16.72,680,Fully Paid
43949,15000,C,credit_card,RENT,39064,28.66,665,Fully Paid
1434978,18000,D,debt_consolidation,RENT,106000,7.26,670,Charged Off
943495,7500,C,credit_card,MORTGAGE,44000,24.44,660,Fully Paid
126413,25875,E,debt_consolidation,RENT,73572,18.15,705,Charged Off
181702,1500,C,debt_consolidation,RENT,35000,23.56,695,Fully Paid
887511,2400,D,debt_consolidation,RENT,120000,4.5,690,Charged Off
1384251,6000,A,other,MORTGAGE,93000,25.83,690,Fully Paid
33287,3500,D,debt_consolidation,RENT,18000,12.93,660,Fully Paid
821961,10625,D,small_business,MORTGAGE,32043,21.39,680,Charged Off
27638,24000,C,debt_consolidation,MORTGAGE,115000,9.86,715,Fully Paid
118296,5000,B,debt_consolidation,MORTGAGE,32000,23.14,665,Fully Paid
1583681,10775,E,house,OWN,33715,23.6,665,Charged Off
1117506,5000,B,home_improvement,MORTGAGE,32000,30.03,710,Charged Off
922375,2700,E,home_improvement,OWN,13992,17.07,685,Fully Paid
192203,14350,D,debt_consolidation,RENT,40000,13.9,665,Charged Off
820842,7000,B,credit_card,MORTGAGE,35000,14.81,665,Fully Paid
260445,6000,C,credit_card,RENT,30000,9.4,695,Fully Paid
1170848,9000,C,debt_consolidation,RENT,40000,15.69,670,Charged Off
875355,15000,B,credit_card,MORTGAGE,43200,15.97,705,Fully Paid
153451,14375,C,debt_consolidation,MORTGAGE,36000,29.9,690,Fully Paid
535231,20000,C,debt_consolidation,RENT,101662,7.78,680,Fully Paid
868651,11000,C,debt_consolidation,MORTGAGE,160000,26.29,665,Fully Paid
609469,19200,A,debt_consolidation,RENT,110000,14.72,715,Charged Off
124539,6500,B,debt_consolidation,RENT,55000,11.74,685,Fully Paid
661613,5575,E,medical,RENT,20000,11.82,660,Charged Off
72486,16000,A,credit_card,RENT,117000,17.18,665,Fully Paid
471363,2500,B,debt_consolidation,RENT,42000,11.31,700,Fully Paid
466595,17900,C,credit_card,RENT,35800,38.16,730,Fully Paid
525122,24000,A,credit_card,MORTGAGE,127000,14.93,720,Fully Paid
15457,8400,C,debt_consolidation,MORTGAGE,48000,10.07,660,Fully Paid
26651,7000,C,credit_card,RENT,22000,11.02,665,Fully Paid
689763,24000,E,debt_consolidation,RENT,70000,17.98,670,Fully Paid
381283,3500,C,home_improvement,MORTGAGE,81000,20.9,675,Fully Paid
258832,15800,B,debt_consolidation,MORTGAGE,68640,9.28,735,Fully Paid
445435,33500,D,debt_consolidation,MORTGAGE,67000,27.59,680,Charged Off
1516520,21250,D,small_business,RENT,65000,36.96,690,Fully Paid
857312,5375,D,debt_consolidation,MORTGAGE,18000,31.73,685,Fully Paid
988861,10000,B,debt_consolidation,RENT,65500,13.7,690,Fully Paid
890256,2000,D,debt_consolidation,MORTGAGE,47800,23.4,685,Fully Paid
329755,35000,C,credit_card,RENT,140000,23.73,735,Fully Paid
1549001,15000,B,home_improvement,RENT,45000,12,695,Fully Paid
514924,5125,C,debt_consolidation,MORTGAGE,36000,27.43,690,Fully Paid
848899,15000,B,debt_consolidation,MORTGAGE,45000,21.65,720,Charged Off
36913,1200,A,debt_consolidation,MORTGAGE,55000,15.62,660,Fully Paid
811531,5000,A,debt_consolidation,MORTGAGE,225000,11.38,695,Fully Paid
787713,40000,B,debt_consolidation,RENT,120000,4.38,800,Charged Off
954703,5000,B,debt_consolidation,RENT,45000,16.77,670,Fully Paid
926230,4000,D,debt_consolidation,RENT,38000,6.54,675,Fully Paid
826819,5500,B,credit_card,RENT,23080,25.79,675,Fully Paid
934792,18000,B,debt_consolidation,MORTGAGE,85000,11.15,660,Fully Paid
1122416,25000,C,debt_consolidation,MORTGAGE,97000,13.61,700,Charged Off
190528,10000,C,other,RENT,52000,16.32,695,Charged Off
60817,19000,B,debt_consolidation,RENT,74000,14.53,680,Fully Paid
859145,12375,D,debt_consolidation,MORTGAGE,42000,33.57,665,Fully Paid
540049,19725,E,debt_consolidation,MORTGAGE,86500,26.89,685,Charged Off
61106,8000,C,debt_consolidation,RENT,75000,19.17,675,Fully Paid
1557737,11075,G,debt_consolidation,RENT,36981,37.29,665,Fully Paid
1354347,3000,B,vacation,OWN,26000,18.88,715,Fully Paid
52256,12000,B,debt_consolidation,RENT,45000,30.64,660,Fully Paid
872270,15000,B,debt_consolidation,RENT,50000,21.36,680,Fully Paid
312223,30000,E,debt_consolidation,MORTGAGE,300000,14.43,665,Charged Off
1545228,24350,B,debt_consolidation,OWN,72000,18.27,685,Fully Paid
836126,15000,A,debt_consolidation,OWN,62000,25.26,765,Fully Paid
298692,18000,A,debt_consolidation,MORTGAGE,154000,12.13,745,Fully Paid
885645,7125,D,credit_card,RENT,34000,5.51,685,Fully Paid
775297,35000,E,debt_consolidation,RENT,100000,23.59,715,Charged Off
604725,14375,B,debt_consolidation,MORTGAGE,60000,17.04,675,Fully Paid
178508,21600,E,debt_consolidation,RENT,54000,17.05,685,Fully Paid
831141,17475,F,debt_consolidation,MORTGAGE,38900,30.07,665,Fully Paid
870205,17875,A,debt_consolidation,RENT,40000,9.48,725,Charged Off
931005,13000,A,credit_card,MORTGAGE,50000,9.46,760,Fully Paid
553582,9600,A,credit_card,MORTGAGE,82500,25.6,680,Fully Paid
245430,3000,C,car,MORTGAGE,55460,6.82,695,Charged Off
671604,12000,C,debt_consolidation,RENT,55626.92,24.34,700,Charged Off
605084,7625,D,debt_consolidation,RENT,60000,21.3,680,Fully Paid
677416,9000,B,debt_consolidation,MORTGAGE,46950,30.14,680,Fully Paid
167002,12000,A,debt_consolidation,MORTGAGE,60000,4.48,730,Fully Paid
888879,10000,C,other,MORTGAGE,78700,13.22,670,Fully Paid
932599,26375,D,debt_consolidation,MORTGAGE,59000,31.63,685,Fully Paid
523875,12000,C,credit_card,MORTGAGE,65000,12.32,680,Fully Paid
113356,10300,C,credit_card,MORTGAGE,30000,15.8,680,Fully Paid
358472,7800,B,debt_consolidation,RENT,36000,25.87,695,Fully Paid
1640899,15000,C,credit_card,MORTGAGE,175000,18.02,665,Charged Off
1408412,10800,A,home_improvement,MORTGAGE,34000,9.95,705,Fully Paid
339959,10000,D,debt_consolidation,MORTGAGE,52000,22.43,675,Fully Paid
21711,20000,A,debt_consolidation,RENT,81112,24.42,685,Fully Paid
1160669,11950,E,debt_consolidation,RENT,45432,31.6,660,Fully Paid
441822,25000,B,debt_consolidation,RENT,65000,34.29,700,Fully Paid
185155,10000,A,other,OWN,42000,11.71,755,Fully Paid
1179708,7975,C,debt_consolidation,MORTGAGE,67000,26.97,700,Fully Paid
968058,14000,C,debt_consolidation,RENT,50000,33.76,690,Fully Paid
334852,12600,D,debt_consolidation,RENT,30000,24.32,705,Charged Off
1644810,15000,D,debt_consolidation,MORTGAGE,95000,38.98,685,Charged Off
57976,8400,A,credit_card,RENT,76875,9.08,755,Fully Paid
967239,15000,B,credit_card,RENT,38000,14.12,710,Fully Paid
354275,5000,C,other,MORTGAGE,27000,33.82,685,Fully Paid
124357,10000,B,debt_consolidation,RENT,54000,11.85,690,Charged Off
258010,6250,C,small_business,RENT,29000,20.61,675,Charged Off
1432933,9800,A,credit_card,RENT,48000,22.95,700,Fully Paid
922992,21425,C,debt_consolidation,MORTGAGE,58800,29.83,705,Fully Paid
331365,7500,B,debt_consolidation,RENT,60000,17.12,665,Fully Paid
820449,15000,A,debt_consolidation,MORTGAGE,60000,15.46,755,Fully Paid
627307,21000,C,home_improvement,MORTGAGE,96000,12.2,675,Fully Paid
882447,3000,C,other,MORTGAGE,71000,17.37,685,Fully Paid
1183616,14000,B,credit_card,RENT,250000,19.66,710,Fully Paid
146712,12000,B,home_improvement,MORTGAGE,63000,11.39,765,Fully Paid
1460609,18000,C,debt_consolidation,RENT,108000,19.33,670,Fully Paid
185359,13300,F,other,RENT,42000,18.43,670,Fully Paid
548081,15225,E,debt_consolidation,MORTGAGE,37807,22.76,665,Fully Paid
499520,20000,C,credit_card,RENT,51800,17.7,665,Fully Paid
60530,11000,B,debt_consolidation,RENT,80000,15.32,660,Fully Paid
408551,10000,B,debt_consolidation,MORTGAGE,34320,11.71,675,Fully Paid
812997,8000,B,debt_consolidation,MORTGAGE,60000,18,705,Fully Paid
178231,1800,F,debt_consolidation,MORTGAGE,60000,26.18,665,Fully Paid
328636,10000,C,moving,RENT,75000,24.75,660,Charged Off
357152,5000,D,other,OWN,40000,20.67,670,Fully Paid
490670,21000,B,debt_consolidation,MORTGAGE,120000,6.11,690,Fully Paid
819880,15000,B,debt_consolidation,RENT,72000,22.18,680,Fully Paid
885325,3600,D,debt_consolidation,RENT,67000,18.45,685,Fully Paid
866462,8000,D,other,RENT,150000,1.09,690,Fully Paid
27854,13500,B,debt_consolidation,MORTGAGE,140000,8.8,660,Charged Off
1101537,11000,C,debt_consolidation,MORTGAGE,110000,18.01,720,Fully Paid
1157741,5000,B,debt_consolidation,RENT,85000,12.65,670,Fully Paid
120430,1000,C,other,RENT,9600,12.75,745,Fully Paid
1633145,30000,B,credit_card,RENT,104000,19.95,715,Fully Paid
534714,12550,C,debt_consolidation,RENT,77000,17.78,665,Charged Off
573779,15500,E,debt_consolidation,MORTGAGE,44000,28.53,685,Charged Off
1507380,10000,B,medical,OWN,86000,6.99,690,Fully Paid
425176,16775,C,debt_consolidation,MORTGAGE,70500,28.12,740,Fully Paid
592487,7200,D,debt_consolidation,RENT,49453,28.2,660,Charged Off
1359936,18000,C,debt_consolidation,RENT,41000,8.52,680,Charged Off
1616473,20000,A,debt_consolidation,OWN,150000,10.35,705,Fully Paid
958108,16800,B,debt_consolidation,RENT,52000,32.27,690,Fully Paid
546438,15000,B,credit_card,RENT,70000,21.67,700,Fully Paid
27427,3600,C,credit_card,RENT,35000,11.25,680,Fully Paid
227146,15000,C,credit_card,MORTGAGE,50456.06,14.53,705,Fully Paid
915609,12000,B,debt_consolidation,OWN,60000,11.25,760,Fully Paid
349884,27825,C,debt_consolidation,MORTGAGE,108000,18.59,735,Fully Paid
1541029,33000,A,credit_card,MORTGAGE,117000,18.46,795,Fully Paid
49381,6800,A,debt_consolidation,RENT,33000,22.55,710,Fully Paid
926246,12000,C,debt_consolidation,MORTGAGE,68000,16.96,705,Fully Paid
809980,9000,C,debt_consolidation,MORTGAGE,80000,16.73,710,Fully Paid
37387,20000,D,debt_consolidation,MORTGAGE,51500,22.72,690,Fully Paid
