,company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age
30334,c:78589,advertising,other,other,390000.0,1,6.0,,,,,,,,False,False,True,1826.0
30345,c:78623,manufacturing,other,other,20000000.0,2,1.5,,1.0,,,,1.0,1.0,False,False,False,1461.0
30349,c:78646,advertising,other,other,,1,0.0,1.0,1.0,,,,1.0,,False,False,False,1736.0
30350,c:78693,enterprise,USA,California,133333.3333,3,1.0,,1.0,,,,,8.0,False,False,False,1402.0
30351,c:78695,analytics,USA,other,4100000.0,4,3.75,,2.0,1.0,1.0,3.0,,8.0,False,False,False,1096.0
30352,c:78697,mobile,USA,California,700000.0,3,5.0,,1.0,,1.0,,,8.0,False,False,False,1310.0
30358,c:78724,social,other,other,,1,1.0,,1.0,,,,,1.0,False,False,False,1280.0
30362,c:78745,sports,other,other,7000000.0,1,2.0,,1.0,,,,,,False,False,True,1826.0
30363,c:78748,web,other,other,,1,0.0,,2.0,,,,,,False,False,False,1614.0
30367,c:78759,enterprise,USA,other,17000000.0,1,5.0,,1.0,,2.0,,3.0,8.0,False,True,False,1609.0
30369,c:78813,software,USA,other,5700000.0,1,4.0,,1.0,,,1.0,,1.0,False,False,False,2192.0
30370,c:78821,software,other,other,216967.0,10,0.2,1.0,1.0,,,,,,False,False,False,1301.0
30375,c:78845,enterprise,USA,other,2900000.0,3,2.3333,,1.0,,3.0,,1.0,6.0,False,False,False,1218.0
30378,c:78861,mobile,USA,California,300000.0,1,2.0,,1.0,,1.0,,,1.0,False,False,False,1218.0
30386,c:78935,software,other,other,30000.0,1,1.0,,1.0,,,,,,False,False,False,2224.0
30387,c:78941,enterprise,other,other,816240.0,1,0.0,,1.0,,,,,,False,False,False,1361.0
30389,c:7897,web,USA,California,,1,0.0,3.0,1.0,,2.0,,,4.0,False,False,False,2062.0
30390,c:7898,analytics,USA,other,,1,1.0,,1.0,,,,,2.0,False,False,False,2223.0
30391,c:78989,web,USA,other,20000.0,1,0.0,,1.0,,,,1.0,2.0,False,False,False,1826.0
30394,c:79000,finance,USA,California,17000000.0,3,3.0,,1.0,,3.0,,1.0,7.0,False,False,False,1310.0
30396,c:79003,enterprise,USA,California,250000.0,1,1.0,1.0,1.0,,,,,2.0,False,False,False,1548.0
30402,c:79041,education,other,other,,1,1.0,,2.0,,,,,,False,False,False,1402.0
30404,c:79056,cleantech,USA,other,80000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
30405,c:79058,software,USA,California,435000.0,2,4.0,,1.0,,,,,3.0,False,False,False,1461.0
30406,c:79066,mobile,USA,other,2941666.6667,3,0.6667,4.0,1.0,1.0,,,,4.0,False,False,False,1402.0
30407,c:79088,enterprise,USA,California,2582500.0,2,1.0,,1.0,,,,,6.0,False,False,False,1249.0
30408,c:79089,real_estate,USA,California,154000.0,1,1.0,,1.0,,,,,2.0,False,False,True,1188.0
30409,c:79098,ecommerce,USA,other,,1,0.0,,1.0,,,,,,False,False,False,1478.0
30411,c:79111,web,other,other,150000.0,1,1.0,1.0,2.0,,,,,,False,False,False,1096.0
30412,c:79118,medical,USA,other,700000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
30414,c:79149,manufacturing,USA,California,2000000.0,2,0.5,,1.0,,,,,4.0,False,False,True,1826.0
30418,c:79196,software,USA,other,600000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
30422,c:79205,hardware,USA,other,573000.0,1,0.0,,1.0,,,,,,False,False,False,2192.0
30423,c:79206,hardware,USA,California,305000.0,1,8.0,,1.0,,,,,,False,False,False,1736.0
30424,c:79213,software,USA,other,240135.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
30425,c:79221,enterprise,USA,California,4000000.0,1,0.0,1.0,1.0,,1.0,,,3.0,False,True,False,2101.0
30428,c:79243,biotech,USA,other,1900000.0,2,0.5,,1.0,,,,,,False,False,False,2192.0
30430,c:79248,web,USA,California,3500000.0,2,1.5,,1.0,,2.0,,,3.0,False,False,False,1096.0
30434,c:79280,ecommerce,other,other,243540.0,1,1.0,,1.0,,,,,,False,False,False,1096.0
30438,c:79307,ecommerce,other,other,700000.0,1,1.0,,1.0,,,,,1.0,False,False,False,1188.0
30439,c:79318,software,other,other,81232.0,1,1.0,,1.0,,,,,,False,False,False,1732.0
30442,c:79361,software,USA,California,,1,0.0,,1.0,,,,,,False,False,False,1826.0
30443,c:79386,nanotech,USA,other,2600000.0,2,0.5,,1.0,,,,,,False,False,False,1826.0
30445,c:79390,games_video,other,other,1400000.0,1,1.0,3.0,2.0,,,1.0,3.0,5.0,False,False,False,1127.0
30447,c:79396,biotech,other,other,15892035.0,2,1.0,,1.0,,,,,,False,False,False,1461.0
30450,c:79412,web,other,other,150000.0,1,5.0,,1.0,,,,,,False,False,False,1402.0
30451,c:79416,cleantech,other,other,2614400.0,1,2.0,,1.0,,,,,,False,False,False,1461.0
30455,c:79435,software,other,other,38979.0,1,1.0,,,,,,,,False,False,False,1826.0
30456,c:79437,software,other,other,2433172.0,1,0.0,,,,,,,,False,False,False,1096.0
30457,c:79444,public_relations,other,other,,1,2.0,,1.0,,,,,,False,False,False,1238.0
30461,c:79468,games_video,USA,other,4200000.0,1,0.0,4.0,2.0,,,,,,False,False,False,2525.0
30463,c:79478,health,other,other,,1,0.0,,,,,,,,False,False,False,1402.0
30464,c:79479,other,USA,other,,1,0.0,,1.0,,,,,1.0,False,False,False,1096.0
30466,c:79491,mobile,USA,other,1100000.0,2,2.0,3.0,1.0,,,,2.0,7.0,False,False,False,1096.0
30469,c:79503,software,other,other,,1,0.0,6.0,1.0,,,,,,False,False,True,1279.0
30473,c:79525,mobile,other,other,,1,1.0,,1.0,,,,,3.0,False,False,False,1096.0
30478,c:79582,software,other,other,2106600.0,1,2.0,,3.0,,,,,,False,True,False,1663.0
30480,c:79594,music,other,other,2000000.0,1,0.0,,1.0,,,,1.0,3.0,False,False,False,1096.0
30481,c:79598,games_video,other,other,290000.0,2,0.0,1.0,2.0,,,,,1.0,False,False,False,1218.0
30482,c:79609,analytics,USA,other,625000.0,2,8.5,,1.0,,1.0,,,9.0,False,False,False,1096.0
30483,c:79615,consulting,USA,other,1500000.0,1,1.0,,1.0,,1.0,,,5.0,False,False,False,1826.0
30491,c:79681,games_video,USA,California,21500000.0,3,4.0,,1.0,1.0,1.0,,,3.0,False,False,False,1826.0
30496,c:79721,finance,other,other,,1,2.0,,1.0,,,,,,False,False,True,2192.0
30500,c:7978,web,other,other,5813720.5,2,3.0,,2.0,,1.0,,,8.0,False,False,False,2148.0
30501,c:7979,advertising,USA,other,7100000.0,4,1.75,,2.0,,5.0,,,5.0,False,False,False,2040.0
30502,c:79805,cleantech,USA,California,13066666.6667,3,3.0,,1.0,1.0,6.0,3.0,6.0,13.0,False,False,False,2406.0
30508,c:79831,,other,other,1000000.0,2,0.5,,1.0,,,,,,False,False,False,2192.0
30510,c:79859,news,other,other,,1,1.0,,1.0,,,,,4.0,False,False,False,1360.0
30511,c:79862,enterprise,other,other,21596.0,1,0.0,,1.0,,,,,,False,False,False,2105.0
30512,c:79868,web,other,other,493645.0,2,1.5,1.0,1.0,,,,,,False,False,False,1614.0
30513,c:79900,sports,USA,other,,2,2.0,,1.0,,1.0,,,2.0,False,False,False,1249.0
30515,c:79908,mobile,USA,other,18000000.0,1,0.0,,1.0,,3.0,,2.0,12.0,False,False,False,2192.0
30517,c:79936,security,USA,California,18950000.0,4,4.0,,2.0,,3.0,3.0,2.0,12.0,False,False,False,1461.0
30522,c:79946,biotech,USA,other,2000000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
30527,c:7998,web,USA,other,5233333.3333,6,5.0,1.0,1.0,,3.0,,,25.0,False,False,False,2192.0
30531,c:79993,games_video,other,other,500000.0,1,1.0,,2.0,,,,,,False,False,False,1096.0
30533,c:80,search,USA,other,13125000.0,4,3.25,1.0,1.0,,2.0,,1.0,12.0,False,True,False,2286.0
30538,c:80013,mobile,USA,California,756083.3333,6,0.0,,1.0,,1.0,,1.0,1.0,False,False,False,1461.0
30541,c:80039,ecommerce,other,other,200000.0,1,1.0,,1.0,,,,,,False,False,False,1280.0
30544,c:80059,web,USA,California,2800000.0,1,6.0,,1.0,,1.0,,,4.0,False,True,False,1237.0
30546,c:80065,advertising,USA,California,3301958.0,1,0.0,,1.0,,1.0,,,12.0,False,False,False,1461.0
30548,c:80081,analytics,USA,other,2000000.0,2,1.0,,2.0,,1.0,,,7.0,False,False,False,2192.0
30549,c:80082,semiconductor,USA,California,12000000.0,1,2.0,,1.0,,,,,,False,False,False,1402.0
30557,c:80153,security,USA,California,4500000.0,2,7.5,,1.0,,,1.0,1.0,3.0,False,False,False,1280.0
30560,c:80180,advertising,other,other,7000000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
30562,c:802,web,USA,other,450000.0,1,3.0,2.0,1.0,,,,,,False,False,False,2376.0
30564,c:80218,medical,USA,other,,1,9.0,,1.0,,1.0,1.0,,2.0,False,False,True,1188.0
30566,c:80228,enterprise,USA,California,5000.0,1,0.0,,1.0,,,,,,False,False,True,1388.0
30568,c:80233,ecommerce,other,other,10500000.0,2,0.0,,1.0,,,,,,False,False,False,1918.0
30569,c:80236,search,USA,California,150000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
30571,c:80245,music,other,other,10000.0,1,1.0,,1.0,,,,,,False,False,False,1186.0
30572,c:80253,web,other,other,300000.0,2,1.0,9.0,3.0,,,,1.0,2.0,False,False,False,1826.0
30573,c:80259,web,USA,California,2000000.0,1,1.0,1.0,1.0,1.0,,,,,False,False,True,1096.0
30574,c:80260,mobile,USA,other,300000.0,1,0.0,,1.0,,,,,2.0,False,False,False,1178.0
30577,c:80277,enterprise,USA,other,275000.0,2,1.0,,1.0,,,,,1.0,False,False,False,2192.0
30581,c:80314,biotech,other,other,68630.0,1,0.0,,1.0,,,,,2.0,False,False,False,1188.0
30583,c:80320,software,other,other,57000.0,1,1.0,,2.0,,,,,,False,False,False,1461.0
30585,c:80333,manufacturing,other,other,,1,1.0,,1.0,,,,,,False,False,False,1402.0
30586,c:80335,web,other,other,,1,1.0,,1.0,,,,,1.0,False,False,False,2192.0
30587,c:80337,social,USA,other,1787500.0,1,1.0,,1.0,,,,,2.0,False,False,False,2192.0
30596,c:80391,medical,USA,California,750000.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
30604,c:80415,ecommerce,other,other,,1,1.0,,,,1.0,,2.0,2.0,False,False,False,1461.0
30605,c:80421,software,other,other,503732.0,2,0.0,1.0,1.0,,,,1.0,1.0,False,False,False,1979.0
30607,c:80435,mobile,USA,California,25033370.6667,3,1.3333,2.0,1.0,,2.0,,2.0,2.0,False,False,False,2101.0
30611,c:80445,software,USA,California,7166666.6667,3,4.0,2.0,1.0,,1.0,,,12.0,False,False,False,2161.0
30612,c:80447,finance,other,other,168170.6667,3,0.3333,3.0,1.0,,,,,1.0,False,False,False,1341.0
30613,c:8045,network_hosting,USA,California,20000000.0,1,3.0,2.0,1.0,,4.0,,1.0,8.0,False,True,False,1264.0
30615,c:80480,education,USA,other,25000.0,1,0.0,,1.0,,,,,3.0,False,False,False,1096.0
30616,c:80486,education,USA,other,1000000.0,1,2.0,,1.0,,,2.0,2.0,2.0,False,False,False,1341.0
30617,c:80487,security,USA,other,1562500.0,2,0.0,2.0,1.0,,1.0,,1.0,5.0,False,False,False,1675.0
30618,c:80493,analytics,USA,California,2833333.3333,3,5.3333,,1.0,,2.0,,,6.0,False,False,False,1371.0
30620,c:80509,social,USA,California,5000000.0,1,5.0,,2.0,,,,,2.0,False,False,False,1096.0
30630,c:80585,enterprise,USA,California,5500000.0,3,4.3333,,1.0,,,,1.0,1.0,False,False,False,1461.0
30633,c:80609,web,other,other,4000000.0,1,2.0,,2.0,,1.0,,2.0,2.0,False,False,False,1157.0
30634,c:80610,enterprise,USA,California,24625000.0,4,3.0,,3.0,,2.0,,3.0,4.0,False,False,False,1826.0
30637,c:80625,security,USA,California,842500.0,2,1.0,,1.0,,,,,,False,False,False,2467.0
30638,c:80652,enterprise,USA,other,180000.0,1,0.0,,1.0,,,,,,False,False,False,1553.0
30639,c:80665,,USA,California,1600000.0,1,2.0,,1.0,,,,,,False,False,False,1096.0
30645,c:807,games_video,USA,other,2500000.0,1,3.0,1.0,1.0,,,,,2.0,False,True,False,2342.0
30648,c:80718,network_hosting,other,other,6276654.6667,3,2.0,,1.0,,1.0,,,5.0,False,False,False,1461.0
30655,c:8073,games_video,USA,other,,1,0.0,,1.0,,,,,,False,False,True,2376.0
30657,c:80737,advertising,other,other,,1,1.0,,1.0,,,,1.0,1.0,False,False,False,1722.0
30659,c:80740,analytics,USA,California,200000.0,1,0.0,,1.0,,,1.0,1.0,1.0,False,False,False,1645.0
30661,c:80748,advertising,other,other,1800000.0,1,5.0,,2.0,,,1.0,,3.0,False,False,False,1461.0
30666,c:80763,mobile,USA,other,431162.0,1,0.0,,1.0,1.0,,,,,False,False,False,1493.0
30669,c:80770,software,other,other,1500000.0,1,1.0,,1.0,,4.0,,,11.0,False,False,False,1736.0
30672,c:80784,software,USA,other,3425000.0,2,0.0,,1.0,,1.0,,,2.0,False,False,False,1767.0
30677,c:80809,ecommerce,USA,California,2500000.0,1,0.0,,1.0,,,,,3.0,False,False,False,1096.0
30679,c:80810,advertising,USA,California,1500000.0,1,13.0,,1.0,,,,,1.0,False,False,False,1096.0
30680,c:80815,software,USA,other,4000.0,2,0.0,1.0,1.0,,,,,1.0,False,False,False,1239.0
30683,c:80820,enterprise,USA,other,4625000.0,4,1.75,,2.0,,2.0,,,2.0,False,False,False,2376.0
30684,c:80833,education,other,other,80000.0,1,1.0,,1.0,,,,1.0,4.0,False,False,False,1614.0
30689,c:80883,social,other,other,282200.0,2,1.0,,1.0,,,,,,False,False,False,1096.0
30690,c:80885,finance,USA,other,235000.0,1,0.0,,1.0,,1.0,,1.0,1.0,False,False,False,1096.0
30691,c:80892,automotive,USA,other,1614410.0,4,2.0,,1.0,,3.0,,,3.0,False,False,False,1402.0
30693,c:80900,advertising,USA,other,611000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
30694,c:80905,software,USA,California,800000.0,1,0.0,,1.0,,,,,,False,False,False,2192.0
30695,c:80912,finance,other,other,1600884.0,1,0.0,,1.0,,,,,2.0,False,False,False,1096.0
30697,c:80923,medical,USA,California,5355037.6667,3,2.0,1.0,1.0,,,2.0,2.0,6.0,False,False,False,1096.0
30698,c:80927,analytics,other,other,32570.0,1,1.0,,,,,,,,False,False,False,1666.0
30700,c:80934,enterprise,USA,other,,1,4.0,3.0,7.0,2.0,3.0,,8.0,17.0,False,False,False,1520.0
30701,c:80936,software,USA,other,750000.0,1,0.0,,2.0,,,,,,False,False,False,2192.0
30703,c:80947,software,USA,California,40000.0,1,4.0,,1.0,,,,,4.0,False,False,False,1096.0
30704,c:80955,web,USA,California,425000.0,2,0.5,,2.0,,,,,,False,False,True,1461.0
30705,c:80956,ecommerce,USA,other,250000.0,1,0.0,1.0,1.0,,,,,,False,False,False,1461.0
30707,c:8096,ecommerce,other,other,300000.0,1,0.0,,,,,,,,False,False,True,2498.0
30708,c:80960,software,USA,other,250000.0,2,0.0,,1.0,,,,,,False,False,True,1288.0
30710,c:80968,analytics,USA,California,10269796.4,6,1.6667,1.0,1.0,,1.0,5.0,3.0,16.0,False,False,False,2192.0
30714,c:8100,software,USA,California,3680000.0,3,1.6667,,1.0,,,,,9.0,False,True,False,2017.0
30717,c:81016,games_video,other,other,50000.0,1,1.0,,1.0,,,,,,False,False,False,1362.0
30718,c:81039,software,other,other,532875.0,2,3.5,,2.0,,,,,,False,False,False,1310.0
30719,c:8104,advertising,other,other,5813578.6667,3,1.6667,1.0,5.0,,1.0,,3.0,2.0,False,False,False,2253.0
30721,c:81071,ecommerce,other,other,,1,1.0,,1.0,,,,,2.0,False,False,False,1096.0
30723,c:81080,web,USA,other,1000000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
30724,c:8109,advertising,other,other,6150000.0,2,2.5,,1.0,,,,,,False,False,False,2467.0
30726,c:81093,mobile,other,other,625000.0,2,1.0,,1.0,,1.0,,,1.0,False,False,False,1327.0
30730,c:8112,ecommerce,USA,California,,1,5.0,,1.0,,,,,3.0,False,True,False,1449.0
30731,c:81121,software,other,other,,1,1.0,,1.0,,,,,3.0,False,False,False,1249.0
30732,c:81127,enterprise,USA,other,5287500.0,2,1.0,,1.0,,,,,3.0,False,False,False,1461.0
30738,c:81160,enterprise,USA,California,9066666.6667,3,2.3333,,1.0,,2.0,,1.0,8.0,False,False,False,2132.0
30751,c:81251,other,USA,other,500000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
30753,c:8128,search,other,other,105453.5,2,0.0,,1.0,,,,,3.0,False,False,False,2376.0
30754,c:81280,web,USA,California,450000.0,1,0.0,,1.0,,,1.0,,1.0,False,False,False,1826.0
30755,c:81282,mobile,other,other,1636666.6667,3,0.0,,1.0,,,,,2.0,False,False,False,1461.0
30763,c:81339,finance,USA,other,7424896.5,4,0.0,,1.0,,,,,,False,False,False,1096.0
30764,c:81340,analytics,other,other,7333333.3333,3,4.0,,6.0,,2.0,,5.0,18.0,False,False,False,1461.0
30770,c:81381,mobile,other,other,,2,1.0,,2.0,,,,,3.0,False,True,False,1764.0
30773,c:81399,social,USA,California,4063500.0,4,4.5,,1.0,,,,,5.0,False,False,False,1461.0
30775,c:8140,web,other,other,,1,0.0,,1.0,,,,,,False,False,True,2161.0
30777,c:81425,social,USA,California,3874998.0,2,2.0,,1.0,,3.0,,,4.0,False,False,False,1099.0
30778,c:81427,enterprise,USA,other,875000.0,2,0.5,,1.0,,,,,,False,False,False,1096.0
30779,c:81429,mobile,USA,California,1260000.0,1,2.0,,1.0,,,,,6.0,False,False,False,1583.0
30780,c:81434,advertising,USA,California,3713146.6667,3,3.0,,2.0,,1.0,,,1.0,False,False,False,1096.0
30784,c:81458,enterprise,USA,California,250000.0,1,0.0,,1.0,,,,2.0,2.0,False,True,False,2128.0
30785,c:81474,social,USA,other,1204250.0,2,1.5,4.0,1.0,,,,,3.0,False,False,True,2192.0
30786,c:81475,enterprise,USA,other,1119027.5,2,0.5,,1.0,,1.0,,1.0,4.0,False,False,True,1461.0
30791,c:815,advertising,USA,other,9100000.0,3,3.0,4.0,1.0,,3.0,2.0,1.0,10.0,False,True,False,2081.0
30792,c:81503,games_video,other,other,216373.5,2,0.5,,1.0,,,,,2.0,False,False,False,1143.0
30794,c:81513,enterprise,USA,other,,2,0.0,,1.0,1.0,,,,5.0,False,False,False,2270.0
30796,c:81520,web,USA,other,75000.0,1,0.0,,1.0,,,,,,False,False,False,2392.0
30797,c:81526,hospitality,USA,other,2000000.0,2,1.0,,1.0,,3.0,,2.0,11.0,False,False,False,1300.0
30799,c:81538,social,other,other,1150000.0,2,1.0,,1.0,,,1.0,,4.0,False,False,False,1583.0
30803,c:81549,cleantech,other,other,,1,1.0,,1.0,,,,,,False,False,False,1461.0
30804,c:81557,messaging,other,other,1000000.0,1,0.0,1.0,2.0,,,,,5.0,False,False,False,1461.0
30805,c:81560,biotech,USA,other,2725000.0,2,0.0,,1.0,,,,,,False,False,False,2192.0
30807,c:81563,hardware,USA,other,5000000.0,3,2.0,,1.0,,3.0,,2.0,14.0,False,False,False,1461.0
30812,c:81584,mobile,other,other,400000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
30814,c:816,enterprise,other,other,1560692.0,1,10.0,1.0,1.0,,1.0,,,5.0,False,True,False,1356.0
30815,c:81628,mobile,USA,California,60000.0,2,0.0,2.0,1.0,,2.0,,,,False,False,True,1096.0
30818,c:81655,ecommerce,USA,other,,1,1.0,,1.0,,,,,,False,False,False,1310.0
30819,c:81658,mobile,USA,California,150000.0,2,0.0,,1.0,1.0,,,,,False,False,False,1547.0
30820,c:81678,social,other,other,,1,1.0,,1.0,,,,,,False,False,False,1461.0
30824,c:81700,travel,other,other,12851322.0,2,2.5,,1.0,,,,,10.0,False,False,False,1461.0
30825,c:81706,mobile,other,other,700000.0,1,1.0,2.0,1.0,,,,,,False,False,False,1461.0
30827,c:81726,news,other,other,400000.0,1,1.0,,1.0,,,,,,False,False,False,1212.0
30828,c:81736,software,other,other,127527.0,1,1.0,1.0,1.0,,,,,,False,False,False,1155.0
30829,c:81741,software,other,other,500000.0,1,0.0,,,,,,,,False,False,False,1451.0
30831,c:81769,enterprise,USA,California,2600000.0,2,8.0,,1.0,,,3.0,1.0,6.0,False,False,False,1826.0
30833,c:81780,enterprise,USA,other,1108338.0,3,1.3333,,1.0,,1.0,,,7.0,False,False,False,1127.0
30840,c:81817,social,USA,California,675000.0,2,0.5,,1.0,,,,1.0,6.0,False,False,False,1133.0
30841,c:81822,analytics,USA,California,2550000.0,2,9.5,,2.0,,2.0,1.0,3.0,9.0,False,False,False,1096.0
30843,c:81827,cleantech,USA,other,10166664.0,3,1.3333,,1.0,,3.0,,2.0,11.0,False,False,False,1461.0
30846,c:81859,games_video,other,other,259989.0,1,1.0,,1.0,,,,,,False,False,False,1142.0
30847,c:81868,design,other,other,,1,2.0,,1.0,,,,,,False,False,False,1188.0
30854,c:81887,games_video,USA,California,3506364.25,4,0.5,,1.0,,,,,3.0,False,False,False,2132.0
30855,c:819,legal,USA,other,7666666.6667,3,1.6667,3.0,1.0,,2.0,,,9.0,False,False,False,2406.0
30856,c:81907,enterprise,USA,other,2250000.0,2,4.0,,1.0,,1.0,,,6.0,False,False,False,1461.0
30857,c:81909,games_video,other,other,48027.0,1,0.0,,1.0,,,,,,False,False,False,1255.0
30859,c:81936,web,USA,California,1900000.0,1,5.0,,1.0,,1.0,,,3.0,False,False,False,1096.0
30862,c:81943,web,USA,other,800000.0,3,0.0,,1.0,,,,,1.0,False,False,False,1157.0
30867,c:81961,web,USA,California,3750000.0,2,3.5,,1.0,,3.0,,2.0,3.0,False,False,False,2340.0
30869,c:81982,travel,other,other,19300000.0,2,9.0,,1.0,,2.0,,,6.0,False,False,False,1188.0
30870,c:8199,network_hosting,other,other,,2,2.5,,1.0,,,,,,False,False,False,2314.0
30872,c:82017,analytics,USA,California,2150000.0,2,7.0,,1.0,,,,,13.0,False,False,False,1096.0
30879,c:82091,mobile,other,other,10000000.0,1,1.0,,1.0,,,,,,False,False,False,1371.0
30882,c:82109,games_video,other,other,197597.0,1,1.0,,1.0,,,,,,False,False,True,1155.0
30884,c:8214,advertising,other,other,3387500.0,4,2.0,7.0,2.0,,3.0,,,4.0,False,False,False,2253.0
30885,c:82145,finance,USA,other,216666.6667,3,0.0,,1.0,,,,,,False,False,True,1461.0
30887,c:82151,mobile,USA,other,2600000.0,1,0.0,,3.0,,,,,1.0,True,False,False,2192.0
30890,c:82201,sports,USA,other,20000.0,1,1.0,,1.0,,,,,1.0,False,False,False,1272.0
30893,c:82205,analytics,USA,other,8000000.0,1,5.0,,1.0,,1.0,,,1.0,False,False,False,1826.0
30899,c:82234,web,USA,California,9085475.0,4,1.25,,4.0,,2.0,,1.0,6.0,False,False,False,1461.0
30902,c:82312,other,USA,California,,1,1.0,,1.0,,,,,2.0,False,False,False,1826.0
30903,c:82318,mobile,USA,California,10000000.0,1,2.0,1.0,1.0,,1.0,,1.0,3.0,False,False,False,1402.0
30909,c:82336,enterprise,USA,other,5650000.0,2,1.5,,1.0,,,,,1.0,False,False,False,1826.0
30910,c:8235,software,USA,California,21375000.0,5,3.0,,1.0,,4.0,,3.0,26.0,False,False,False,2280.0
30911,c:82353,mobile,other,other,16866666.6667,3,5.0,,2.0,,1.0,1.0,1.0,8.0,False,False,False,1461.0
30912,c:82376,software,USA,California,5666666.6667,3,2.0,,1.0,,,,,1.0,False,False,False,1249.0
30916,c:82410,health,USA,California,2925000.0,2,2.0,,1.0,,8.0,1.0,1.0,14.0,False,False,False,1371.0
30917,c:82418,web,other,other,2500000.0,1,1.0,,2.0,,,,,1.0,False,False,False,1967.0
30920,c:82454,software,other,other,2500000.0,1,2.0,,1.0,,,,,1.0,False,False,False,1627.0
30921,c:82459,ecommerce,other,other,1573650.0,1,1.0,1.0,1.0,,,,,,False,False,False,1135.0
30922,c:82467,music,other,other,475000.0,1,0.0,3.0,1.0,,,,,3.0,False,False,False,1096.0
30926,c:82506,advertising,USA,California,500000.0,2,1.0,,2.0,,,,,,False,False,False,1451.0
30929,c:82540,finance,USA,other,8067502.0,2,1.0,,1.0,,2.0,,1.0,6.0,False,False,False,2192.0
30930,c:82544,games_video,other,other,60000.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
30931,c:82549,hardware,USA,California,45000000.0,2,3.5,,1.0,,6.0,4.0,2.0,18.0,False,False,False,1096.0
30937,c:82581,ecommerce,other,other,1200000.0,1,8.0,,,,2.0,,,2.0,False,False,False,1096.0
30938,c:82586,social,other,other,,1,2.0,,1.0,,,1.0,,1.0,False,False,False,1280.0
30939,c:82598,fashion,USA,other,6690503.3333,3,6.3333,,3.0,,1.0,,,1.0,False,False,False,1402.0
30943,c:82613,hospitality,other,other,1000000.0,1,0.0,,1.0,,,,,,False,False,False,1249.0
30945,c:82643,software,USA,other,3500000.0,2,1.0,,2.0,,1.0,,1.0,3.0,False,False,False,1783.0
30947,c:82668,enterprise,USA,other,2217000.0,4,6.0,2.0,1.0,,1.0,,1.0,13.0,False,False,False,1461.0
30949,c:82679,enterprise,USA,California,1200000.0,2,1.5,,2.0,,1.0,,,,False,False,False,1461.0
30952,c:82688,medical,USA,other,5000000.0,1,0.0,,1.0,,,,,,False,False,True,1826.0
30955,c:82703,search,USA,California,10000000.0,2,3.0,1.0,1.0,,2.0,1.0,1.0,6.0,False,False,False,1553.0
30958,c:82712,web,other,other,25000.0,1,0.0,,1.0,,,,,,False,False,False,1188.0
30959,c:82717,advertising,other,other,3500000.0,2,1.5,2.0,6.0,,,,1.0,2.0,False,False,False,1458.0
30961,c:82722,biotech,other,other,17000000.0,2,0.5,,2.0,,,,,,False,False,False,1461.0
30962,c:82723,ecommerce,other,other,1500000.0,2,3.0,,1.0,,,,,2.0,False,False,False,1310.0
30963,c:82725,enterprise,other,other,700000.0,1,0.0,,2.0,2.0,,,,,False,False,False,1461.0
30965,c:82732,messaging,other,other,175000.0,2,0.0,,1.0,,,,,,False,False,False,1476.0
30969,c:82783,enterprise,USA,other,1100000.0,1,0.0,,1.0,,,,,,False,False,False,1579.0
30973,c:82805,analytics,USA,California,1094109.0,3,2.0,,1.0,,,,,4.0,False,True,False,1342.0
30985,c:82886,ecommerce,USA,other,450000.0,1,0.0,,1.0,,1.0,,,3.0,False,False,False,1341.0
30986,c:82895,web,other,other,300000.0,1,0.0,,1.0,,,,,,False,False,True,1452.0
30989,c:82909,manufacturing,other,other,120993.0,1,1.0,,1.0,,,,,,False,False,True,1652.0
30991,c:82911,biotech,other,other,2000000.0,1,1.0,,1.0,,,,,,False,False,False,1461.0
30994,c:82923,education,other,other,3000.0,1,0.0,,,,,,,,False,False,False,1461.0
30997,c:82951,search,USA,other,2550000.0,3,3.3333,,1.0,1.0,,,,2.0,False,False,False,1461.0
31006,c:83003,fashion,other,other,105651.0,2,1.0,,1.0,,,,,2.0,False,False,False,1461.0
31007,c:83009,software,USA,other,1000000.0,2,1.5,,1.0,,3.0,3.0,1.0,7.0,False,False,False,2040.0
31008,c:83013,consulting,USA,other,250000.0,1,0.0,,1.0,,,,,,False,False,False,1484.0
31009,c:83014,web,USA,other,50000.0,1,2.0,,1.0,,,,,1.0,False,False,False,1461.0
31012,c:83039,advertising,other,other,600000.0,1,1.0,,1.0,,,,,,False,False,False,1188.0
31014,c:83050,analytics,other,other,126000.0,3,0.6667,,1.0,,,,1.0,,False,False,False,1096.0
